Marketing Year,Week No,Commodity,Flow,Country,Port,Tons
2020/21,30,Yellow Maize,RSA Export,ZIMBABWE,,6056
2020/21,31,White Maize,RSA Export,BOTSWANA,,5826
2020/21,31,White Maize,RSA Export,ESWATINI (SWAZILAND),,2265
2020/21,31,White Maize,RSA Export,LESOTHO,,1408
2020/21,31,White Maize,RSA Export,MOZAMBIQUE,,2514
2020/21,31,White Maize,RSA Export,NAMIBIA,,3532
2020/21,31,White Maize,RSA Export,ZIMBABWE,,4836
2020/21,31,Yellow Maize,RSA Export,BOTSWANA,,1246
2020/21,31,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2140
2020/21,31,Yellow Maize,RSA Export,LESOTHO,,23
2020/21,31,Yellow Maize,RSA Export,MOZAMBIQUE,,2533
2020/21,31,Yellow Maize,RSA Export,NAMIBIA,,1305
2020/21,31,Yellow Maize,RSA Export,ZIMBABWE,,5798
2020/21,32,White Maize,RSA Export,BOTSWANA,,4293
2020/21,32,White Maize,RSA Export,ESWATINI (SWAZILAND),,1686
2020/21,32,White Maize,RSA Export,LESOTHO,,839
2020/21,32,White Maize,RSA Export,MOZAMBIQUE,,2657
2020/21,32,White Maize,RSA Export,NAMIBIA,,3934
2020/21,32,White Maize,RSA Export,ZIMBABWE,,6401
2020/21,32,Yellow Maize,RSA Export,BOTSWANA,,603
2020/21,32,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2350
2020/21,32,Yellow Maize,RSA Export,MOZAMBIQUE,,1242
2020/21,32,Yellow Maize,RSA Export,NAMIBIA,,1099
2020/21,32,Yellow Maize,RSA Export,ZIMBABWE,,3647
2020/21,33,White Maize,RSA Export,BOTSWANA,,4249
2020/21,33,White Maize,RSA Export,ESWATINI (SWAZILAND),,1981
2020/21,33,White Maize,RSA Export,LESOTHO,,1507
2020/21,33,White Maize,RSA Export,MOZAMBIQUE,,2443
2020/21,33,White Maize,RSA Export,NAMIBIA,,5693
2020/21,33,White Maize,RSA Export,ZIMBABWE,,5783
2020/21,33,Yellow Maize,RSA Export,BOTSWANA,,811
2020/21,33,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2227
2020/21,33,Yellow Maize,RSA Export,LESOTHO,,105
2020/21,33,Yellow Maize,RSA Export,MOZAMBIQUE,,1369
2020/21,33,Yellow Maize,RSA Export,NAMIBIA,,1172
2020/21,33,Yellow Maize,RSA Export,ZIMBABWE,,2653
2020/21,34,White Maize,RSA Export,BOTSWANA,,5254
2020/21,34,White Maize,RSA Export,ESWATINI (SWAZILAND),,1599
2020/21,34,White Maize,RSA Export,LESOTHO,,456
2020/21,34,White Maize,RSA Export,MOZAMBIQUE,,2255
2020/21,34,White Maize,RSA Export,NAMIBIA,,3690
2020/21,34,White Maize,RSA Export,ZIMBABWE,,3372
2020/21,34,Yellow Maize,RSA Export,BOTSWANA,,799
2020/21,34,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2171
2020/21,34,Yellow Maize,RSA Export,LESOTHO,,209
2020/21,34,Yellow Maize,RSA Export,MOZAMBIQUE,,541
2020/21,34,Yellow Maize,RSA Export,NAMIBIA,,1085
2020/21,34,Yellow Maize,RSA Export,ZIMBABWE,,3992
2020/21,35,White Maize,RSA Export,BOTSWANA,,2467
2020/21,35,White Maize,RSA Export,ESWATINI (SWAZILAND),,1031
2020/21,35,White Maize,RSA Export,LESOTHO,,613
2020/21,35,White Maize,RSA Export,MOZAMBIQUE,,1555
2020/21,35,White Maize,RSA Export,NAMIBIA,,282
2020/21,35,White Maize,RSA Export,ZIMBABWE,,6063
2020/21,35,Yellow Maize,RSA Export,BOTSWANA,,974
2020/21,35,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2211
2020/21,35,Yellow Maize,RSA Export,LESOTHO,,140
2020/21,35,Yellow Maize,RSA Export,MOZAMBIQUE,,872
2020/21,35,Yellow Maize,RSA Export,NAMIBIA,,1100
2020/21,35,Yellow Maize,RSA Export,ZIMBABWE,,1306
2020/21,36,White Maize,RSA Export,BOTSWANA,,2172
2020/21,36,White Maize,RSA Export,ESWATINI (SWAZILAND),,71
2020/21,36,White Maize,RSA Export,LESOTHO,,477
2020/21,36,White Maize,RSA Export,MOZAMBIQUE,,806
2020/21,36,White Maize,RSA Export,NAMIBIA,,599
2020/21,36,White Maize,RSA Export,ZIMBABWE,,2352
2020/21,36,Yellow Maize,RSA Export,BOTSWANA,,170
2020/21,36,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1943
2020/21,36,Yellow Maize,RSA Export,LESOTHO,,138
2020/21,36,Yellow Maize,RSA Export,MOZAMBIQUE,,374
2020/21,36,Yellow Maize,RSA Export,NAMIBIA,,183
2020/21,36,Yellow Maize,RSA Export,ZIMBABWE,,2584
2020/21,37,White Maize,RSA Export,BOTSWANA,,4414
2020/21,37,White Maize,RSA Export,ESWATINI (SWAZILAND),,1503
2020/21,37,White Maize,RSA Export,MOZAMBIQUE,,1166
2020/21,37,White Maize,RSA Export,NAMIBIA,,4230
2020/21,37,White Maize,RSA Export,ZIMBABWE,,6482
2020/21,37,Yellow Maize,RSA Export,BOTSWANA,,605
2020/21,37,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2557
2020/21,37,Yellow Maize,RSA Export,LESOTHO,,418
2020/21,37,Yellow Maize,RSA Export,MOZAMBIQUE,,346
2020/21,37,Yellow Maize,RSA Export,NAMIBIA,,1045
2020/21,37,Yellow Maize,RSA Export,ZIMBABWE,,5424
2020/21,38,White Maize,RSA Export,BOTSWANA,,5037
2020/21,38,White Maize,RSA Export,ESWATINI (SWAZILAND),,1328
2020/21,38,White Maize,RSA Export,LESOTHO,,1110
2020/21,38,White Maize,RSA Export,MOZAMBIQUE,,1385
2020/21,38,White Maize,RSA Export,NAMIBIA,,3719
2020/21,38,White Maize,RSA Export,ZIMBABWE,,10529
2020/21,38,Yellow Maize,RSA Export,BOTSWANA,,588
2020/21,38,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2555
2020/21,38,Yellow Maize,RSA Export,LESOTHO,,339
2020/21,38,Yellow Maize,RSA Export,MOZAMBIQUE,,680
2020/21,38,Yellow Maize,RSA Export,NAMIBIA,,1009
2020/21,38,Yellow Maize,RSA Export,ZIMBABWE,,3750
2020/21,39,White Maize,RSA Export,BOTSWANA,,5358
2020/21,39,White Maize,RSA Export,ESWATINI (SWAZILAND),,354
2020/21,39,White Maize,RSA Export,LESOTHO,,1524
2020/21,39,White Maize,RSA Export,MOZAMBIQUE,,2838
2020/21,39,White Maize,RSA Export,NAMIBIA,,4386
2020/21,39,White Maize,RSA Export,ZIMBABWE,,11144
2020/21,39,Yellow Maize,RSA Export,BOTSWANA,,757
2020/21,39,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2578
2020/21,39,Yellow Maize,RSA Export,LESOTHO,,793
2020/21,39,Yellow Maize,RSA Export,MOZAMBIQUE,,1536
2020/21,39,Yellow Maize,RSA Export,NAMIBIA,,788
2020/21,39,Yellow Maize,RSA Export,ZIMBABWE,,4003
2020/21,40,White Maize,RSA Export,BOTSWANA,,4211
2020/21,40,White Maize,RSA Export,ESWATINI (SWAZILAND),,106
2020/21,40,White Maize,RSA Export,LESOTHO,,1985
2020/21,40,White Maize,RSA Export,MOZAMBIQUE,,2352
2020/21,40,White Maize,RSA Export,NAMIBIA,,4231
2020/21,40,White Maize,RSA Export,ZIMBABWE,,13043
2020/21,40,Yellow Maize,Export per Harbour,,Durban,21
2020/21,40,Yellow Maize,RSA Export,BOTSWANA,,1260
2020/21,40,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1998
2020/21,40,Yellow Maize,RSA Export,LESOTHO,,428
2020/21,40,Yellow Maize,RSA Export,MOZAMBIQUE,,1201
2020/21,40,Yellow Maize,RSA Export,NAMIBIA,,1924
2020/21,40,Yellow Maize,RSA Export,PALAU,,21
2020/21,40,Yellow Maize,RSA Export,ZIMBABWE,,5076
2020/21,41,White Maize,RSA Export,BOTSWANA,,2812
2020/21,41,White Maize,RSA Export,ESWATINI (SWAZILAND),,384
2020/21,41,White Maize,RSA Export,LESOTHO,,1348
2020/21,41,White Maize,RSA Export,MOZAMBIQUE,,1706
2020/21,41,White Maize,RSA Export,NAMIBIA,,3516
2020/21,41,White Maize,RSA Export,ZIMBABWE,,11128
2020/21,41,Yellow Maize,RSA Export,BOTSWANA,,1252
2020/21,41,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2099
2020/21,41,Yellow Maize,RSA Export,LESOTHO,,633
2020/21,41,Yellow Maize,RSA Export,MOZAMBIQUE,,1152
2020/21,41,Yellow Maize,RSA Export,NAMIBIA,,645
2020/21,41,Yellow Maize,RSA Export,ZIMBABWE,,2941
2020/21,42,White Maize,Export per Harbour,,Durban,17007
2020/21,42,White Maize,RSA Export,BOTSWANA,,4036
2020/21,42,White Maize,RSA Export,ESWATINI (SWAZILAND),,2568
2020/21,42,White Maize,RSA Export,ITALY,,17007
2020/21,42,White Maize,RSA Export,LESOTHO,,541
2020/21,42,White Maize,RSA Export,MOZAMBIQUE,,2303
2020/21,42,White Maize,RSA Export,NAMIBIA,,3629
2020/21,42,White Maize,RSA Export,ZIMBABWE,,10937
2020/21,42,Yellow Maize,Import for RSA,UKRAINE,,371
2020/21,42,Yellow Maize,Import per Harbour,,Durban,371
2020/21,42,Yellow Maize,RSA Export,BOTSWANA,,674
2020/21,42,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1300
2020/21,42,Yellow Maize,RSA Export,LESOTHO,,172
2020/21,42,Yellow Maize,RSA Export,MOZAMBIQUE,,924
2020/21,42,Yellow Maize,RSA Export,NAMIBIA,,1254
2020/21,42,Yellow Maize,RSA Export,ZIMBABWE,,3190
2020/21,43,White Maize,Export per Harbour,,Durban,29628
2020/21,43,White Maize,RSA Export,BOTSWANA,,4118
2020/21,43,White Maize,RSA Export,ESWATINI (SWAZILAND),,70
2020/21,43,White Maize,RSA Export,ITALY,,29628
2020/21,43,White Maize,RSA Export,LESOTHO,,702
2020/21,43,White Maize,RSA Export,MOZAMBIQUE,,2987
2020/21,43,White Maize,RSA Export,NAMIBIA,,3356
2020/21,43,White Maize,RSA Export,ZIMBABWE,,14951
2020/21,43,Yellow Maize,Import for RSA,UKRAINE,,92
2020/21,43,Yellow Maize,Import per Harbour,,Durban,92
2020/21,43,Yellow Maize,RSA Export,BOTSWANA,,838
2020/21,43,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1794
2020/21,43,Yellow Maize,RSA Export,LESOTHO,,347
2020/21,43,Yellow Maize,RSA Export,MOZAMBIQUE,,911
2020/21,43,Yellow Maize,RSA Export,NAMIBIA,,817
2020/21,43,Yellow Maize,RSA Export,ZIMBABWE,,3741
2020/21,44,White Maize,RSA Export,BOTSWANA,,3942
2020/21,44,White Maize,RSA Export,ESWATINI (SWAZILAND),,1695
2020/21,44,White Maize,RSA Export,LESOTHO,,1232
2020/21,44,White Maize,RSA Export,MOZAMBIQUE,,1810
2020/21,44,White Maize,RSA Export,NAMIBIA,,3046
2020/21,44,White Maize,RSA Export,ZIMBABWE,,11922
2020/21,44,Yellow Maize,RSA Export,BOTSWANA,,1418
2020/21,44,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2138
2020/21,44,Yellow Maize,RSA Export,LESOTHO,,1421
2020/21,44,Yellow Maize,RSA Export,MOZAMBIQUE,,1456
2020/21,44,Yellow Maize,RSA Export,NAMIBIA,,1345
2020/21,44,Yellow Maize,RSA Export,ZIMBABWE,,5576
2020/21,45,White Maize,RSA Export,BOTSWANA,,2792
2020/21,45,White Maize,RSA Export,ESWATINI (SWAZILAND),,1508
2020/21,45,White Maize,RSA Export,LESOTHO,,547
2020/21,45,White Maize,RSA Export,MOZAMBIQUE,,1727
2020/21,45,White Maize,RSA Export,NAMIBIA,,3044
2020/21,45,White Maize,RSA Export,ZIMBABWE,,11736
2020/21,45,Yellow Maize,RSA Export,BOTSWANA,,674
2020/21,45,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2332
2020/21,45,Yellow Maize,RSA Export,LESOTHO,,288
2020/21,45,Yellow Maize,RSA Export,MOZAMBIQUE,,765
2020/21,45,Yellow Maize,RSA Export,NAMIBIA,,1231
2020/21,45,Yellow Maize,RSA Export,ZIMBABWE,,6452
2020/21,46,White Maize,RSA Export,BOTSWANA,,5584
2020/21,46,White Maize,RSA Export,ESWATINI (SWAZILAND),,1044
2020/21,46,White Maize,RSA Export,LESOTHO,,745
2020/21,46,White Maize,RSA Export,MOZAMBIQUE,,1497
2020/21,46,White Maize,RSA Export,NAMIBIA,,3823
2020/21,46,White Maize,RSA Export,ZIMBABWE,,10701
2020/21,46,Yellow Maize,RSA Export,BOTSWANA,,1192
2020/21,46,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2234
2020/21,46,Yellow Maize,RSA Export,LESOTHO,,224
2020/21,46,Yellow Maize,RSA Export,MOZAMBIQUE,,688
2020/21,46,Yellow Maize,RSA Export,NAMIBIA,,500
2020/21,46,Yellow Maize,RSA Export,ZIMBABWE,,6590
2020/21,47,White Maize,RSA Export,BOTSWANA,,5088
2020/21,47,White Maize,RSA Export,ESWATINI (SWAZILAND),,1492
2020/21,47,White Maize,RSA Export,LESOTHO,,610
2020/21,47,White Maize,RSA Export,MOZAMBIQUE,,2245
2020/21,47,White Maize,RSA Export,NAMIBIA,,4111
2020/21,47,White Maize,RSA Export,ZIMBABWE,,9804
2020/21,47,Yellow Maize,RSA Export,BOTSWANA,,506
2020/21,47,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1804
2020/21,47,Yellow Maize,RSA Export,LESOTHO,,150
2020/21,47,Yellow Maize,RSA Export,MOZAMBIQUE,,463
2020/21,47,Yellow Maize,RSA Export,NAMIBIA,,829
2020/21,47,Yellow Maize,RSA Export,ZIMBABWE,,3474
2020/21,48,White Maize,RSA Export,BOTSWANA,,7639
2020/21,48,White Maize,RSA Export,ESWATINI (SWAZILAND),,923
2020/21,48,White Maize,RSA Export,LESOTHO,,3650
2020/21,48,White Maize,RSA Export,MOZAMBIQUE,,1729
2020/21,48,White Maize,RSA Export,NAMIBIA,,4474
2020/21,48,White Maize,RSA Export,ZIMBABWE,,9739
2020/21,48,Yellow Maize,RSA Export,BOTSWANA,,1251
2020/21,48,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2224
2020/21,48,Yellow Maize,RSA Export,LESOTHO,,111
2020/21,48,Yellow Maize,RSA Export,MOZAMBIQUE,,690
2020/21,48,Yellow Maize,RSA Export,NAMIBIA,,1308
2020/21,48,Yellow Maize,RSA Export,ZIMBABWE,,1943
2020/21,49,White Maize,Export per Harbour,,Durban,6536
2020/21,49,White Maize,RSA Export,BOTSWANA,,3782
2020/21,49,White Maize,RSA Export,ESWATINI (SWAZILAND),,2242
2020/21,49,White Maize,RSA Export,ITALY,,6536
2020/21,49,White Maize,RSA Export,LESOTHO,,475
2020/21,49,White Maize,RSA Export,MOZAMBIQUE,,867
2020/21,49,White Maize,RSA Export,NAMIBIA,,2506
2020/21,49,White Maize,RSA Export,ZIMBABWE,,8526
2020/21,49,Yellow Maize,RSA Export,BOTSWANA,,402
2020/21,49,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1882
2020/21,49,Yellow Maize,RSA Export,LESOTHO,,6
2020/21,49,Yellow Maize,RSA Export,MOZAMBIQUE,,422
2020/21,49,Yellow Maize,RSA Export,NAMIBIA,,1159
2020/21,49,Yellow Maize,RSA Export,ZIMBABWE,,1906
2020/21,50,White Maize,Export per Harbour,,Durban,26114
2020/21,50,White Maize,RSA Export,BOTSWANA,,3881
2020/21,50,White Maize,RSA Export,ESWATINI (SWAZILAND),,1558
2020/21,50,White Maize,RSA Export,ITALY,,26114
2020/21,50,White Maize,RSA Export,LESOTHO,,137
2020/21,50,White Maize,RSA Export,MOZAMBIQUE,,1322
2020/21,50,White Maize,RSA Export,NAMIBIA,,3224
2020/21,50,White Maize,RSA Export,ZIMBABWE,,6809
2020/21,50,Yellow Maize,RSA Export,BOTSWANA,,681
2020/21,50,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1202
2020/21,50,Yellow Maize,RSA Export,LESOTHO,,440
2020/21,50,Yellow Maize,RSA Export,MOZAMBIQUE,,274
2020/21,50,Yellow Maize,RSA Export,NAMIBIA,,1176
2020/21,50,Yellow Maize,RSA Export,ZIMBABWE,,836
2020/21,51,White Maize,RSA Export,BOTSWANA,,4544
2020/21,51,White Maize,RSA Export,ESWATINI (SWAZILAND),,2432
2020/21,51,White Maize,RSA Export,LESOTHO,,613
2020/21,51,White Maize,RSA Export,MOZAMBIQUE,,1543
2020/21,51,White Maize,RSA Export,NAMIBIA,,5195
2020/21,51,White Maize,RSA Export,ZIMBABWE,,5618
2020/21,51,Yellow Maize,RSA Export,BOTSWANA,,555
2020/21,51,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1376
2020/21,51,Yellow Maize,RSA Export,LESOTHO,,1311
2020/21,51,Yellow Maize,RSA Export,MOZAMBIQUE,,515
2020/21,51,Yellow Maize,RSA Export,NAMIBIA,,1353
2020/21,51,Yellow Maize,RSA Export,ZIMBABWE,,712
2020/21,52,White Maize,RSA Export,BOTSWANA,,4456
2020/21,52,White Maize,RSA Export,ESWATINI (SWAZILAND),,1905
2020/21,52,White Maize,RSA Export,LESOTHO,,543
2020/21,52,White Maize,RSA Export,MOZAMBIQUE,,1886
2020/21,52,White Maize,RSA Export,NAMIBIA,,3854
2020/21,52,White Maize,RSA Export,ZIMBABWE,,5208
2020/21,52,Yellow Maize,Export per Harbour,,Durban,21954
2020/21,52,Yellow Maize,RSA Export,BOTSWANA,,374
2020/21,52,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2728
2020/21,52,Yellow Maize,RSA Export,JAPAN,,21954
2020/21,52,Yellow Maize,RSA Export,LESOTHO,,12
2020/21,52,Yellow Maize,RSA Export,MOZAMBIQUE,,894
2020/21,52,Yellow Maize,RSA Export,NAMIBIA,,610
2020/21,52,Yellow Maize,RSA Export,ZIMBABWE,,320
2020/21,53,White Maize,RSA Export,BOTSWANA,,3544
2020/21,53,White Maize,RSA Export,ESWATINI (SWAZILAND),,3116
2020/21,53,White Maize,RSA Export,LESOTHO,,1474
2020/21,53,White Maize,RSA Export,MOZAMBIQUE,,486
2020/21,53,White Maize,RSA Export,NAMIBIA,,3670
2020/21,53,White Maize,RSA Export,ZIMBABWE,,3239
2020/21,53,Yellow Maize,Export per Harbour,,Durban,30685
2020/21,53,Yellow Maize,RSA Export,BOTSWANA,,1865
2020/21,53,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1138
2020/21,53,Yellow Maize,RSA Export,JAPAN,,30685
2020/21,53,Yellow Maize,RSA Export,LESOTHO,,362
2020/21,53,Yellow Maize,RSA Export,MOZAMBIQUE,,557
2020/21,53,Yellow Maize,RSA Export,NAMIBIA,,1729
2020/21,53,Yellow Maize,RSA Export,ZIMBABWE,,516
2021/22,1,White Maize,RSA Export,BOTSWANA,,4975
2021/22,1,White Maize,RSA Export,ESWATINI (SWAZILAND),,1142
2021/22,1,White Maize,RSA Export,LESOTHO,,539
2021/22,1,White Maize,RSA Export,MOZAMBIQUE,,1000
2021/22,1,White Maize,RSA Export,NAMIBIA,,3191
2021/22,1,White Maize,RSA Export,ZIMBABWE,,1949
2021/22,1,Yellow Maize,Export per Harbour,,Durban,22400
2021/22,1,Yellow Maize,RSA Export,BOTSWANA,,480
2021/22,1,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1975
2021/22,1,Yellow Maize,RSA Export,MOZAMBIQUE,,712
2021/22,1,Yellow Maize,RSA Export,NAMIBIA,,1137
2021/22,1,Yellow Maize,RSA Export,SPAIN,,22400
2021/22,1,Yellow Maize,RSA Export,ZIMBABWE,,27
2021/22,2,White Maize,RSA Export,BOTSWANA,,5303
2021/22,2,White Maize,RSA Export,LESOTHO,,447
2021/22,2,White Maize,RSA Export,MOZAMBIQUE,,1695
2021/22,2,White Maize,RSA Export,NAMIBIA,,2480
2021/22,2,White Maize,RSA Export,ZIMBABWE,,921
2021/22,2,Yellow Maize,Export per Harbour,,Durban,38043
2021/22,2,Yellow Maize,RSA Export,BOTSWANA,,483
2021/22,2,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,3525
2021/22,2,Yellow Maize,RSA Export,"KOREA, REP OF",,10643
2021/22,2,Yellow Maize,RSA Export,LESOTHO,,67
2021/22,2,Yellow Maize,RSA Export,MOZAMBIQUE,,1170
2021/22,2,Yellow Maize,RSA Export,NAMIBIA,,1192
2021/22,2,Yellow Maize,RSA Export,SPAIN,,27400
2021/22,3,White Maize,RSA Export,BOTSWANA,,6249
2021/22,3,White Maize,RSA Export,ESWATINI (SWAZILAND),,316
2021/22,3,White Maize,RSA Export,LESOTHO,,536
2021/22,3,White Maize,RSA Export,MOZAMBIQUE,,1001
2021/22,3,White Maize,RSA Export,ZIMBABWE,,1256
2021/22,3,Yellow Maize,Export per Harbour,,Durban,57803
2021/22,3,Yellow Maize,RSA Export,BOTSWANA,,472
2021/22,3,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1696
2021/22,3,Yellow Maize,RSA Export,"KOREA, REP OF",,34857
2021/22,3,Yellow Maize,RSA Export,LESOTHO,,55
2021/22,3,Yellow Maize,RSA Export,MOZAMBIQUE,,1076
2021/22,3,Yellow Maize,RSA Export,NAMIBIA,,1373
2021/22,3,Yellow Maize,RSA Export,VIETNAM,,22946
2021/22,4,White Maize,RSA Export,BOTSWANA,,2721
2021/22,4,White Maize,RSA Export,ESWATINI (SWAZILAND),,1985
2021/22,4,White Maize,RSA Export,LESOTHO,,273
2021/22,4,White Maize,RSA Export,MOZAMBIQUE,,2097
2021/22,4,White Maize,RSA Export,NAMIBIA,,257
2021/22,4,White Maize,RSA Export,ZIMBABWE,,475
2021/22,4,Yellow Maize,Export per Harbour,,Durban,57958
2021/22,4,Yellow Maize,RSA Export,BOTSWANA,,1135
2021/22,4,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1442
2021/22,4,Yellow Maize,RSA Export,"KOREA, REP OF",,500
2021/22,4,Yellow Maize,RSA Export,MOZAMBIQUE,,795
2021/22,4,Yellow Maize,RSA Export,NAMIBIA,,1248
2021/22,4,Yellow Maize,RSA Export,VIETNAM,,57458
2021/22,5,White Maize,RSA Export,BOTSWANA,,3875
2021/22,5,White Maize,RSA Export,ESWATINI (SWAZILAND),,546
2021/22,5,White Maize,RSA Export,LESOTHO,,745
2021/22,5,White Maize,RSA Export,MOZAMBIQUE,,1158
2021/22,5,White Maize,RSA Export,ZIMBABWE,,11
2021/22,5,Yellow Maize,Export per Harbour,,Durban,110401
2021/22,5,Yellow Maize,RSA Export,ANGOLA,,1105
2021/22,5,Yellow Maize,RSA Export,BOTSWANA,,353
2021/22,5,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1297
2021/22,5,Yellow Maize,RSA Export,ITALY,,27150
2021/22,5,Yellow Maize,RSA Export,LESOTHO,,50
2021/22,5,Yellow Maize,RSA Export,MOZAMBIQUE,,833
2021/22,5,Yellow Maize,RSA Export,NAMIBIA,,672
2021/22,5,Yellow Maize,RSA Export,SPAIN,,53610
2021/22,5,Yellow Maize,RSA Export,VIETNAM,,28536
2021/22,6,White Maize,Import for RSA,ZAMBIA,,34
2021/22,6,White Maize,RSA Export,BOTSWANA,,5146
2021/22,6,White Maize,RSA Export,ESWATINI (SWAZILAND),,278
2021/22,6,White Maize,RSA Export,LESOTHO,,649
2021/22,6,White Maize,RSA Export,MOZAMBIQUE,,1441
2021/22,6,Yellow Maize,Export per Harbour,,Durban,99861
2021/22,6,Yellow Maize,RSA Export,BOTSWANA,,102
2021/22,6,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1203
2021/22,6,Yellow Maize,RSA Export,MOZAMBIQUE,,277
2021/22,6,Yellow Maize,RSA Export,NAMIBIA,,1055
2021/22,6,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,52700
2021/22,6,Yellow Maize,RSA Export,VIETNAM,,47161
2021/22,7,White Maize,Import for RSA,ZAMBIA,,134
2021/22,7,White Maize,RSA Export,BOTSWANA,,4576
2021/22,7,White Maize,RSA Export,ESWATINI (SWAZILAND),,312
2021/22,7,White Maize,RSA Export,LESOTHO,,1184
2021/22,7,White Maize,RSA Export,MOZAMBIQUE,,952
2021/22,7,White Maize,RSA Export,ZIMBABWE,,4
2021/22,7,Yellow Maize,Export per Harbour,,Durban,59950
2021/22,7,Yellow Maize,RSA Export,ANGOLA,,993
2021/22,7,Yellow Maize,RSA Export,BOTSWANA,,172
2021/22,7,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1832
2021/22,7,Yellow Maize,RSA Export,MOZAMBIQUE,,708
2021/22,7,Yellow Maize,RSA Export,NAMIBIA,,907
2021/22,7,Yellow Maize,RSA Export,VIETNAM,,58957
2021/22,8,White Maize,Import for RSA,ZAMBIA,,605
2021/22,8,White Maize,RSA Export,BOTSWANA,,4424
2021/22,8,White Maize,RSA Export,ESWATINI (SWAZILAND),,481
2021/22,8,White Maize,RSA Export,LESOTHO,,1209
2021/22,8,White Maize,RSA Export,MOZAMBIQUE,,1618
2021/22,8,White Maize,RSA Export,NAMIBIA,,104
2021/22,8,Yellow Maize,Export per Harbour,,Durban,54500
2021/22,8,Yellow Maize,RSA Export,BOTSWANA,,599
2021/22,8,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,1770
2021/22,8,Yellow Maize,RSA Export,"KOREA, REP OF",,500
2021/22,8,Yellow Maize,RSA Export,LESOTHO,,55
2021/22,8,Yellow Maize,RSA Export,MOZAMBIQUE,,696
2021/22,8,Yellow Maize,RSA Export,NAMIBIA,,1822
2021/22,8,Yellow Maize,RSA Export,"TAIWAN, PROV OF CHINA",,54000
2021/22,9,White Maize,Import for RSA,ZAMBIA,,427
2021/22,9,White Maize,RSA Export,BOTSWANA,,3660
2021/22,9,White Maize,RSA Export,ESWATINI (SWAZILAND),,107
2021/22,9,White Maize,RSA Export,LESOTHO,,584
2021/22,9,White Maize,RSA Export,MOZAMBIQUE,,1330
2021/22,9,Yellow Maize,Export per Harbour,,Durban,99165
2021/22,9,Yellow Maize,RSA Export,BOTSWANA,,208
2021/22,9,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,716
2021/22,9,Yellow Maize,RSA Export,JAPAN,,48240
2021/22,9,Yellow Maize,RSA Export,"KOREA, REP OF",,50925
2021/22,9,Yellow Maize,RSA Export,MOZAMBIQUE,,523
2021/22,9,Yellow Maize,RSA Export,NAMIBIA,,1138
2021/22,10,White Maize,Import for RSA,ZAMBIA,,262
2021/22,10,White Maize,RSA Export,BOTSWANA,,4562
2021/22,10,White Maize,RSA Export,ESWATINI (SWAZILAND),,35
2021/22,10,White Maize,RSA Export,LESOTHO,,1852
2021/22,10,White Maize,RSA Export,MOZAMBIQUE,,1202
2021/22,10,Yellow Maize,Export per Harbour,,Durban,55000
2021/22,10,Yellow Maize,RSA Export,BOTSWANA,,100
2021/22,10,Yellow Maize,RSA Export,ESWATINI (SWAZILAND),,2034
2021/22,10,Yellow Maize,RSA Export,JAPAN,,55000
2021/22,10,Yellow Maize,RSA Export,MOZAMBIQUE,,1259
2021/22,10,Yellow Maize,RSA Export,NAMIBIA,,986
2021/22,11,White Maize,RSA Export,BOTSWANA,,6349
2021/22,11,White Maize,RSA Export,ESWATINI (SWAZILAND),,36
2021/22,11,White Maize,RSA Export,LESOTHO,,1500
2021/22,11,White Maize,RSA Export,MOZAMBIQUE,,813
2021/22,11,Yellow Maize,RSA Export,BOTSWANA,,71
